Priority,Business Name,Phone,Category,Rating,Website,Address,Hook,Opener
🟢 WARM,RV Glass Solutions by Coach Glass - Florida,(888) 777-6778,Windshield Repair,4.9★ (105),http://rvglassexperts.com/,"1025 Pine Chase Ave, Lakeland, FL 33815, USA","TOP RATED (4.9★, 105 reviews) — premium listing","You're one of the top-rated windshield repairs in Lakeland (4.9★, 105 reviews). We'd love to feature you prominently on our directory."
🟢 WARM,Family Grill,(863) 816-1300,Mexican Restaurant,4.9★ (311),https://family-grill.com/?utm_source=google,"6411 Kathleen Rd, Lakeland, FL 33810, USA","TOP RATED (4.9★, 311 reviews) — premium listing","You're one of the top-rated mexican restaurants in Lakeland (4.9★, 311 reviews). We'd love to feature you prominently on our directory."
⚪ STANDARD,The Wine Garden,(863) 210-5174,Italian Restaurant,4.9★ (44),http://www.thewinegardenlkld.com/,"1204 Florida Ave S, Lakeland, FL 33803, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
🟢 WARM,Savory Thai,(863) 646-0241,Thai Restaurant,4.9★ (419),http://savorythailakeland.com/,"5109 US Hwy 98 S, Lakeland, FL 33812, USA","TOP RATED (4.9★, 419 reviews) — premium listing","You're one of the top-rated thai restaurants in Lakeland (4.9★, 419 reviews). We'd love to feature you prominently on our directory."
🟢 WARM,Taste of India,(863) 816-3973,Indian Restaurant,4.9★ (365),https://tasteofindialakeland.com/?utm_source=google&utm_medium=maps&utm_campaign=website,"3114 Florida Ave S, Lakeland, FL 33803, USA","TOP RATED (4.9★, 365 reviews) — premium listing","You're one of the top-rated indian restaurants in Lakeland (4.9★, 365 reviews). We'd love to feature you prominently on our directory."
🟢 WARM,Kenny's Que,(813) 459-8635,Bbq Restaurant,4.9★ (75),http://www.kennysque.com/,"2121 US Hwy 98 N, Lakeland, FL 33805, USA","TOP RATED (4.9★, 75 reviews) — premium listing","You're one of the top-rated bbq restaurants in Lakeland (4.9★, 75 reviews). We'd love to feature you prominently on our directory."
🟢 WARM,Keke's Breakfast Cafe,(863) 937-7395,Brunch,4.9★ (4138),https://www.kekes.com/locations/kekes-north-lakeland?utm_source=gbp,"4115 US Hwy 98 N, Lakeland, FL 33809, USA","TOP RATED (4.9★, 4138 reviews) — premium listing","You're one of the top-rated brunchs in Lakeland (4.9★, 4138 reviews). We'd love to feature you prominently on our directory."
🟢 WARM,Lucky Goat Coffee - Merchants Walk,(863) 333-4063,Coffee Shop,4.9★ (116),https://www.luckygoatcoffee.com/,"3615 Florida Ave S #810, Lakeland, FL 33803, USA","TOP RATED (4.9★, 116 reviews) — premium listing","You're one of the top-rated coffee shops in Lakeland (4.9★, 116 reviews). We'd love to feature you prominently on our directory."
⚪ STANDARD,Sweet Annabell's,(985) 285-3557,Cupcakes,4.9★ (7),https://bakesy.shop/b/sweet-annabells,"2519 N Crystal Lake Dr, Lakeland, FL 33801, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
🟢 WARM,Fancy Cakes Boutique By Jacky,(407) 264-1805,Cupcakes,4.9★ (406),http://www.fancycakesboutique.com/,"105 N Lake Shore Way, Lake Alfred, FL 33850, USA","TOP RATED (4.9★, 406 reviews) — premium listing","You're one of the top-rated cupcakess in Lakeland (4.9★, 406 reviews). We'd love to feature you prominently on our directory."
🟢 WARM,Tastee Central,(863) 347-5266,Ice Cream,4.9★ (140),http://tasteecentral.square.site/,"1334 W Daughtery Rd, Lakeland, FL 33810, USA","TOP RATED (4.9★, 140 reviews) — premium listing","You're one of the top-rated ice creams in Lakeland (4.9★, 140 reviews). We'd love to feature you prominently on our directory."
🟢 WARM,Vegetation,(863) 816-4843,Vegetarian Restaurant,4.9★ (274),http://vegetationplantfood.com/,"1439 E Gary Rd, Lakeland, FL 33801, USA","TOP RATED (4.9★, 274 reviews) — premium listing","You're one of the top-rated vegetarian restaurants in Lakeland (4.9★, 274 reviews). We'd love to feature you prominently on our directory."
🟢 WARM,Agnini Family Dental,(863) 682-1500,Dentist,4.9★ (502),http://www.agninidental.com/,"2410 Florida Ave S, Lakeland, FL 33803, USA","TOP RATED (4.9★, 502 reviews) — premium listing","You're one of the top-rated dentists in Lakeland (4.9★, 502 reviews). We'd love to feature you prominently on our directory."
🟢 WARM,Lakeland Dentistry,(863) 509-4647,Dentist,4.9★ (1139),http://lakelandfldentistry.com/?utm_source=gbp&utm_medium=organic&utm_campaign=yext_listing,"4335 Highland Park Blvd STE 2, Lakeland, FL 33813, USA","TOP RATED (4.9★, 1139 reviews) — premium listing","You're one of the top-rated dentists in Lakeland (4.9★, 1139 reviews). We'd love to feature you prominently on our directory."
🟢 WARM,Brilliant Smiles Lakeland Dentist,(863) 644-2428,Dentist,4.9★ (925),https://yourlakelanddentist.com/?utm_source=businessprofiles&utm_medium=organic&utm_campaign=offsiteSEO,"320 W Highland Dr, Lakeland, FL 33813, USA","TOP RATED (4.9★, 925 reviews) — premium listing","You're one of the top-rated dentists in Lakeland (4.9★, 925 reviews). We'd love to feature you prominently on our directory."
🟢 WARM,"Family Dentistry of Lakeland: Maneesha Chigurupati, DDS",(863) 687-2759,Dentist,4.9★ (295),https://www.familydentistryoflakeland.com/,"117 Kerneywood St, Lakeland, FL 33803, USA","TOP RATED (4.9★, 295 reviews) — premium listing","You're one of the top-rated dentists in Lakeland (4.9★, 295 reviews). We'd love to feature you prominently on our directory."
🟢 WARM,Lakeland Dental Professionals,(863) 646-8511,Dentist,4.9★ (591),http://www.lakelanddentalprofessionals.com/,"310 E Highland Dr, Lakeland, FL 33813, USA","TOP RATED (4.9★, 591 reviews) — premium listing","You're one of the top-rated dentists in Lakeland (4.9★, 591 reviews). We'd love to feature you prominently on our directory."
🟢 WARM,The Smile Mission - Lakeland,(863) 272-1513,Dentist,4.9★ (223),https://thesmilemission.com/,"3615 Florida Ave S #850, Lakeland, FL 33803, USA","TOP RATED (4.9★, 223 reviews) — premium listing","You're one of the top-rated dentists in Lakeland (4.9★, 223 reviews). We'd love to feature you prominently on our directory."
🟢 WARM,Agnini Family Dental,(863) 682-1500,Dentist,4.9★ (509),https://agninidental.com/,"1805 Lakeland Hills Blvd, Lakeland, FL 33805, USA","TOP RATED (4.9★, 509 reviews) — premium listing","You're one of the top-rated dentists in Lakeland (4.9★, 509 reviews). We'd love to feature you prominently on our directory."
🟢 WARM,Imagine Orthodontic Studio Lakeland FL,(863) 462-4463,Orthodontist,4.9★ (1154),https://imagineorthostudio.com/,"3595 Florida Ave S, Lakeland, FL 33803, USA","TOP RATED (4.9★, 1154 reviews) — premium listing","You're one of the top-rated orthodontists in Lakeland (4.9★, 1154 reviews). We'd love to feature you prominently on our directory."
🟢 WARM,Palm Tree Orthodontics,(863) 333-0397,Orthodontist,4.9★ (704),https://www.palmtreeortho.com/,"3885 Florida Ave S, Lakeland, FL 33813, USA","TOP RATED (4.9★, 704 reviews) — premium listing","You're one of the top-rated orthodontists in Lakeland (4.9★, 704 reviews). We'd love to feature you prominently on our directory."
🟢 WARM,Pediatric Dentistry of Lakeland - North - Dr. Erin & Associates,(863) 640-2150,Orthodontist,4.9★ (894),http://www.mydrerin.com/,"5710 US Hwy 98 N of, Lakeland, FL 33809, USA","TOP RATED (4.9★, 894 reviews) — premium listing","You're one of the top-rated orthodontists in Lakeland (4.9★, 894 reviews). We'd love to feature you prominently on our directory."
🟢 WARM,Lakeland Implant & Cosmetic Dentistry,(863) 249-0205,Cosmetic Dentist,4.9★ (475),https://implantandcosmeticdentistry.com/locations/lakeland-florida/?utm_campaign=gmb,"6419 Florida Ave S Suite 105, Lakeland, FL 33813, USA","TOP RATED (4.9★, 475 reviews) — premium listing","You're one of the top-rated cosmetic dentists in Lakeland (4.9★, 475 reviews). We'd love to feature you prominently on our directory."
🟢 WARM,Smile By Dr. John Paul,(863) 880-1426,Cosmetic Dentist,4.9★ (255),https://smilebydrjohnpaul.com/,"1645 Lakeland Hills Blvd, Lakeland, FL 33805, USA","TOP RATED (4.9★, 255 reviews) — premium listing","You're one of the top-rated cosmetic dentists in Lakeland (4.9★, 255 reviews). We'd love to feature you prominently on our directory."
🟢 WARM,Kawveh Nofallah DMD,(863) 648-5338,Cosmetic Dentist,4.9★ (181),http://makinglakelandsmile.com/,"3624 Harden Blvd, Lakeland, FL 33803, USA","TOP RATED (4.9★, 181 reviews) — premium listing","You're one of the top-rated cosmetic dentists in Lakeland (4.9★, 181 reviews). We'd love to feature you prominently on our directory."
🟢 WARM,Shimmering Dental,(863) 225-5600,Cosmetic Dentist,4.9★ (512),https://www.shimmeringdental.com/,"6958 Shimmering Dr, Lakeland, FL 33813, USA","TOP RATED (4.9★, 512 reviews) — premium listing","You're one of the top-rated cosmetic dentists in Lakeland (4.9★, 512 reviews). We'd love to feature you prominently on our directory."
⚪ STANDARD,Dr. David Kirkpatrick,(863) 665-8878,Dental Implants,4.9★ (28),http://www.newteethnow.com/,"2150 Harden Blvd, Lakeland, FL 33803, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
🟢 WARM,"Geoffrey Rintel, DMD | Oral and Maxillofacial Surgeon",(863) 665-8878,Dental Implants,4.9★ (71),https://www.fdios.com/dr-geoffrey-rintel-dmd/,"2150 Harden Blvd, Lakeland, FL 33803, USA","TOP RATED (4.9★, 71 reviews) — premium listing","You're one of the top-rated dental implantss in Lakeland (4.9★, 71 reviews). We'd love to feature you prominently on our directory."
🟢 WARM,The Joint Chiropractic,(863) 238-2944,Chiropractor,4.9★ (966),https://www.thejoint.com/florida/lakeland/lakeland-south-27087,"4747 Florida Ave S Suite 142, Lakeland, FL 33813, USA","TOP RATED (4.9★, 966 reviews) — premium listing","You're one of the top-rated chiropractors in Lakeland (4.9★, 966 reviews). We'd love to feature you prominently on our directory."
🟢 WARM,Cleveland Heights Chiropractic Clinic,(863) 646-5707,Chiropractor,4.9★ (228),http://mychcc.com/,"3740 Cleveland Heights Blvd, Lakeland, FL 33813, USA","TOP RATED (4.9★, 228 reviews) — premium listing","You're one of the top-rated chiropractors in Lakeland (4.9★, 228 reviews). We'd love to feature you prominently on our directory."
🟢 WARM,Florida Spine & Injury Institute Lakeland: Car Accident Injury Doctors,(863) 688-2200,Chiropractor,4.9★ (202),http://floridaspineandinjury.com/,"1048 Florida Ave S, Lakeland, FL 33803, USA","TOP RATED (4.9★, 202 reviews) — premium listing","You're one of the top-rated chiropractors in Lakeland (4.9★, 202 reviews). We'd love to feature you prominently on our directory."
🟢 WARM,Spinal Solutions Chiropractic,(863) 301-4887,Chiropractor,4.9★ (106),https://www.spinalsolutionschiropractic.com/,"4414 Florida National Dr, Lakeland, FL 33813, USA","TOP RATED (4.9★, 106 reviews) — premium listing","You're one of the top-rated chiropractors in Lakeland (4.9★, 106 reviews). We'd love to feature you prominently on our directory."
🟢 WARM,"Munday Chiropractic Clinic, PA",(863) 853-3000,Chiropractor,4.9★ (267),http://mundaychiropracticclinic.com/,"6645 N Socrum Loop Rd, Lakeland, FL 33809, USA","TOP RATED (4.9★, 267 reviews) — premium listing","You're one of the top-rated chiropractors in Lakeland (4.9★, 267 reviews). We'd love to feature you prominently on our directory."
🟢 WARM,Kern Chiropractic Clinic,(863) 606-5914,Chiropractic,4.9★ (374),http://www.kernchiropracticclinic.com/,"4720 Cleveland Heights Blvd #303, Lakeland, FL 33813, USA","TOP RATED (4.9★, 374 reviews) — premium listing","You're one of the top-rated chiropractics in Lakeland (4.9★, 374 reviews). We'd love to feature you prominently on our directory."
🟢 WARM,F45 Taining Lakeland Highlands,(863) 279-5180,Gym,4.9★ (115),https://f45training.com/lakelandhighlands/new-to-f45/,"2930 Florida Ave S, Lakeland, FL 33803, USA","TOP RATED (4.9★, 115 reviews) — premium listing","You're one of the top-rated gyms in Lakeland (4.9★, 115 reviews). We'd love to feature you prominently on our directory."
🟢 WARM,Will Power Fitness,(863) 603-8600,Gym,4.9★ (93),http://willpowerfitnesslkld.com/,"1014 Walt Williams Rd, Lakeland, FL 33809, USA","TOP RATED (4.9★, 93 reviews) — premium listing","You're one of the top-rated gyms in Lakeland (4.9★, 93 reviews). We'd love to feature you prominently on our directory."
🟢 WARM,Yoga Pointe Inc,(863) 937-8069,Yoga Studio,4.9★ (55),http://www.yogapointe.com/,"2539 Florida Ave S, Lakeland, FL 33803, USA","TOP RATED (4.9★, 55 reviews) — premium listing","You're one of the top-rated yoga studios in Lakeland (4.9★, 55 reviews). We'd love to feature you prominently on our directory."
🟢 WARM,Essentials Spa of Lakeland,(863) 937-5063,Spa,4.9★ (1399),https://www.essentialsoflakeland.com/,"5151 S Lakeland Dr Suite 13, Lakeland, FL 33813, USA","TOP RATED (4.9★, 1399 reviews) — premium listing","You're one of the top-rated spas in Lakeland (4.9★, 1399 reviews). We'd love to feature you prominently on our directory."
🟢 WARM,Mia's Massage Spa,(863) 777-1651,Spa,4.9★ (144),http://miamassagespa.com/,"930 Marcum Rd Suite#3, Lakeland, FL 33809, USA","TOP RATED (4.9★, 144 reviews) — premium listing","You're one of the top-rated spas in Lakeland (4.9★, 144 reviews). We'd love to feature you prominently on our directory."
🟢 WARM,TrueMedSpa,(863) 646-3376,Spa,4.9★ (342),http://www.truemedspalakeland.com/,"4935 Southfork Dr, Lakeland, FL 33813, USA","TOP RATED (4.9★, 342 reviews) — premium listing","You're one of the top-rated spas in Lakeland (4.9★, 342 reviews). We'd love to feature you prominently on our directory."
🟢 WARM,Absolute Beauty Center,(863) 640-9200,Spa,4.9★ (102),http://www.absolutebeautycenter.com/,"215 Imperial Blvd # C3, Lakeland, FL 33803, USA","TOP RATED (4.9★, 102 reviews) — premium listing","You're one of the top-rated spas in Lakeland (4.9★, 102 reviews). We'd love to feature you prominently on our directory."
🟢 WARM,Viva Vitality,(863) 450-4060,Spa,4.9★ (302),https://viva-vitality.com/?utm_source=gbp&utm_medium=organic&utm_campaign=gbp-listing,"2015 Florida Ave S, Lakeland, FL 33803, USA","TOP RATED (4.9★, 302 reviews) — premium listing","You're one of the top-rated spas in Lakeland (4.9★, 302 reviews). We'd love to feature you prominently on our directory."
🟢 WARM,Bella Viságe Medical & Aesthetic Rejuvenation,(863) 333-0553,Spa,4.9★ (827),https://bellavisagelakeland.com/,"119 Traders Alley, Lakeland, FL 33801, USA","TOP RATED (4.9★, 827 reviews) — premium listing","You're one of the top-rated spas in Lakeland (4.9★, 827 reviews). We'd love to feature you prominently on our directory."
🟢 WARM,Relax Room,(863) 337-1528,Day Spa,4.9★ (131),https://myrelaxroom.com/,"1322 W Daughtery Rd, Lakeland, FL 33809, USA","TOP RATED (4.9★, 131 reviews) — premium listing","You're one of the top-rated day spas in Lakeland (4.9★, 131 reviews). We'd love to feature you prominently on our directory."
⚪ STANDARD,Venetian Medical Spa and Aesthetic Surgery,(863) 430-0582,Med Spa,4.9★ (42),https://venetianmedspa.com/,"6030 Florida Ave S Ste 120, Lakeland, FL 33813, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
🟢 WARM,Gent's Classic Cuts,(863) 816-3746,Barber Shop,4.9★ (339),https://gents863.com/,"243 N Florida Ave, Lakeland, FL 33801, USA","TOP RATED (4.9★, 339 reviews) — premium listing","You're one of the top-rated barber shops in Lakeland (4.9★, 339 reviews). We'd love to feature you prominently on our directory."
🟢 WARM,Barber Zone,(863) 450-4295,Barber Shop,4.9★ (407),https://thebarberzone.net/,"105 W Oak Dr, Lakeland, FL 33803, USA","TOP RATED (4.9★, 407 reviews) — premium listing","You're one of the top-rated barber shops in Lakeland (4.9★, 407 reviews). We'd love to feature you prominently on our directory."
🟢 WARM,Fire Styles Barbershop,(863) 940-3515,Barber Shop,4.9★ (1102),https://booksy.com/en-us/597423_fire-styles-barbershop_barber-shop_16013_lakeland#ba_s=seo,"2084 E Edgewood Dr, Lakeland, FL 33803, USA","TOP RATED (4.9★, 1102 reviews) — premium listing","You're one of the top-rated barber shops in Lakeland (4.9★, 1102 reviews). We'd love to feature you prominently on our directory."
🟢 WARM,Fenixx Barbershop LLC,(863) 603-3242,Barber Shop,4.9★ (148),http://book.thecut.co/fenixxbarbershopllc,"1853 E Memorial Blvd Suite 111, Lakeland, FL 33801, USA","TOP RATED (4.9★, 148 reviews) — premium listing","You're one of the top-rated barber shops in Lakeland (4.9★, 148 reviews). We'd love to feature you prominently on our directory."
⚪ STANDARD,Second 2 None Barbershop,(863) 680-1020,Barber Shop,4.9★ (30),http://second2nonebarbershop.net/,"1320 N Florida Ave, Lakeland, FL 33805, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
🟢 WARM,12/six.one Salon,(863) 816-3019,Men'S Haircuts,4.9★ (145),https://www.vagaro.com/12sixonellc,"819 Florida Ave S, Lakeland, FL 33801, USA","TOP RATED (4.9★, 145 reviews) — premium listing","You're one of the top-rated men's haircutss in Lakeland (4.9★, 145 reviews). We'd love to feature you prominently on our directory."
🟢 WARM,Local Remedy,(863) 606-5381,Hair Salon,4.9★ (79),http://www.localremedylakeland.com/,"1074 Florida Ave S Suite 101, Lakeland, FL 33803, USA","TOP RATED (4.9★, 79 reviews) — premium listing","You're one of the top-rated hair salons in Lakeland (4.9★, 79 reviews). We'd love to feature you prominently on our directory."
🟢 WARM,Venue Salon,(863) 644-0102,Hair Salon,4.9★ (531),https://venuesalon.com/,"5035 S Lakeland Dr, Lakeland, FL 33813, USA","TOP RATED (4.9★, 531 reviews) — premium listing","You're one of the top-rated hair salons in Lakeland (4.9★, 531 reviews). We'd love to feature you prominently on our directory."
🟢 WARM,Hair by Sara Atkinson,(352) 514-1354,Color Specialist,4.9★ (173),https://saraatkinsonhair.com/,"202 Lake Miriam Dr Suite E-13, Lakeland, FL 33813, USA","TOP RATED (4.9★, 173 reviews) — premium listing","You're one of the top-rated color specialists in Lakeland (4.9★, 173 reviews). We'd love to feature you prominently on our directory."
🟢 WARM,"Nails And Spa By Patricia, LLC",(863) 206-8646,Nail Salon,4.9★ (138),https://m.facebook.com/nailsandspabypatricia/?ref=bookmarks,"2828 Woodstock Ave, Lakeland, FL 33803, USA","TOP RATED (4.9★, 138 reviews) — premium listing","You're one of the top-rated nail salons in Lakeland (4.9★, 138 reviews). We'd love to feature you prominently on our directory."
⚪ STANDARD,Rose Nails and Spa,(863) 665-3303,Nail Salon,4.9★ (12),https://rosenailsspalakeland.com/,"2618 US-92, Lakeland, FL 33801, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
🟢 WARM,Body Prescriptives Massage & Wellness,(863) 213-5292,Massage Therapy,4.9★ (66),http://massagebook.com/biz/elizabeth-etienne-lmt,"1625 Florida Ave S, Lakeland, FL 33803, USA","TOP RATED (4.9★, 66 reviews) — premium listing","You're one of the top-rated massage therapys in Lakeland (4.9★, 66 reviews). We'd love to feature you prominently on our directory."
🟢 WARM,Lakeland Veterinary Hospital & Wellness Center,(863) 648-4886,Veterinarian,4.9★ (394),https://weluvyourpet.com/,"6615 Florida Ave S, Lakeland, FL 33813, USA","TOP RATED (4.9★, 394 reviews) — premium listing","You're one of the top-rated veterinarians in Lakeland (4.9★, 394 reviews). We'd love to feature you prominently on our directory."
🟢 WARM,Lucky Puppy Nail Specialists LLC,(863) 646-7772,Pet Grooming,4.9★ (600),https://luckypuppynails.com/,"2195 E Edgewood Dr, Lakeland, FL 33803, USA","TOP RATED (4.9★, 600 reviews) — premium listing","You're one of the top-rated pet groomings in Lakeland (4.9★, 600 reviews). We'd love to feature you prominently on our directory."
🟢 WARM,The Fur Pawlor LLC,(863) 937-8700,Pet Grooming,4.9★ (61),https://www.facebook.com/thefurpawlor/,"1502 Elgin St, Lakeland, FL 33801, USA","TOP RATED (4.9★, 61 reviews) — premium listing","You're one of the top-rated pet groomings in Lakeland (4.9★, 61 reviews). We'd love to feature you prominently on our directory."
🟢 WARM,Leading Edge Physical Therapy | Lakeland,(863) 688-1800,Physical Therapy,4.9★ (343),http://leadingedgepolk.com/,"801 Florida Ave S Suite 5, Lakeland, FL 33801, USA","TOP RATED (4.9★, 343 reviews) — premium listing","You're one of the top-rated physical therapys in Lakeland (4.9★, 343 reviews). We'd love to feature you prominently on our directory."
⚪ STANDARD,Orthopedic Physical Therapy Associates LLC,(863) 644-0007,Physical Therapy,4.9★ (44),http://www.optatherapy.com/,"4720 Cleveland Heights Blvd, Lakeland, FL 33813, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
🟢 WARM,Select Physical Therapy - Lakeland North,(863) 688-6931,Physical Therapy,4.9★ (116),https://www.selectphysicaltherapy.com/contact/find-a-location/fl/lakeland/lakeland-north/?ty=xt,"3037 Lakeland Hills Blvd Suite 5, Lakeland, FL 33805, USA","TOP RATED (4.9★, 116 reviews) — premium listing","You're one of the top-rated physical therapys in Lakeland (4.9★, 116 reviews). We'd love to feature you prominently on our directory."
🟢 WARM,PT Solutions of Lakeland - Christina Lake,(863) 210-5002,Physical Therapy,4.9★ (101),https://ptsolutions.com/find-a-clinic/fl/lakeland/lakeland-christina-lake/?utm_source=google&utm_medium=organic&utm_campaign=GMB-PT-Solutions-Lakeland-Christina-Lake&utm_content=listing,"6419 Florida Ave S Suite D, Lakeland, FL 33813, USA","TOP RATED (4.9★, 101 reviews) — premium listing","You're one of the top-rated physical therapys in Lakeland (4.9★, 101 reviews). We'd love to feature you prominently on our directory."
🟢 WARM,Select Physical Therapy - Lakeland South,(863) 647-3665,Physical Therapy,4.9★ (78),https://www.selectphysicaltherapy.com/contact/find-a-location/fl/lakeland/lakeland-south/?ty=xt,"3900 Florida Ave S Suite 107, Lakeland, FL 33813, USA","TOP RATED (4.9★, 78 reviews) — premium listing","You're one of the top-rated physical therapys in Lakeland (4.9★, 78 reviews). We'd love to feature you prominently on our directory."
🟢 WARM,Florida Orthopaedic Institute,(863) 274-9700,Sports Medicine,4.9★ (439),https://www.floridaortho.com/orthopedic-doctors-lakeland/,"4725 US Hwy 98 S Suite 101/102, Lakeland, FL 33812, USA","TOP RATED (4.9★, 439 reviews) — premium listing","You're one of the top-rated sports medicines in Lakeland (4.9★, 439 reviews). We'd love to feature you prominently on our directory."
🟢 WARM,"Timothy J. Evans, M.D.",(863) 666-3436,Sports Medicine,4.9★ (517),http://www.cfosa.com/,"2000 E Edgewood Dr #112, Lakeland, FL 33803, USA","TOP RATED (4.9★, 517 reviews) — premium listing","You're one of the top-rated sports medicines in Lakeland (4.9★, 517 reviews). We'd love to feature you prominently on our directory."
🟢 WARM,"Timothy Knight, M.D.",(863) 853-3331,Dermatologist,4.9★ (922),https://www.ncdermclinic.com/?utm_source=gmb_auth,"6500 N Socrum Loop Rd #100, Lakeland, FL 33809, USA","TOP RATED (4.9★, 922 reviews) — premium listing","You're one of the top-rated dermatologists in Lakeland (4.9★, 922 reviews). We'd love to feature you prominently on our directory."
🟢 WARM,"Sanjana Iyengar, MD",(863) 284-1517,Dermatologist,4.9★ (57),https://doctors.mylrh.org/LRHPhysicianGroup/details/1365/sanjana-iyengar-dermatology-lakeland,"3525 Lakeland Hills Blvd, Lakeland, FL 33805, USA","TOP RATED (4.9★, 57 reviews) — premium listing","You're one of the top-rated dermatologists in Lakeland (4.9★, 57 reviews). We'd love to feature you prominently on our directory."
🟢 WARM,Eyes on Lakeland,(863) 250-5553,Optometrist,4.9★ (504),http://eyesonlakeland.com/,"1400 Florida Ave S, Lakeland, FL 33803, USA","TOP RATED (4.9★, 504 reviews) — premium listing","You're one of the top-rated optometrists in Lakeland (4.9★, 504 reviews). We'd love to feature you prominently on our directory."
🟢 WARM,Abuaita EyeCare,(863) 853-9606,Optometrist,4.9★ (379),https://local.lenscrafters.com/eyedoctors/fl/lakeland/3730-us-highway-98-north.html,"3730 US Hwy 98 N, Lakeland, FL 33809, USA","TOP RATED (4.9★, 379 reviews) — premium listing","You're one of the top-rated optometrists in Lakeland (4.9★, 379 reviews). We'd love to feature you prominently on our directory."
🟢 WARM,Vision First,(863) 576-9977,Optometrist,4.9★ (55),https://visionfirstfl.com/,"6595 Florida Ave S STE 3, Lakeland, FL 33813, USA","TOP RATED (4.9★, 55 reviews) — premium listing","You're one of the top-rated optometrists in Lakeland (4.9★, 55 reviews). We'd love to feature you prominently on our directory."
🟢 WARM,Lakeland Pharmacy,(863) 603-8104,Pharmacy,4.9★ (361),http://lakelandpharmacy.us/,"2455 US Hwy 98 N, Lakeland, FL 33805, USA","TOP RATED (4.9★, 361 reviews) — premium listing","You're one of the top-rated pharmacys in Lakeland (4.9★, 361 reviews). We'd love to feature you prominently on our directory."
🟢 WARM,Huntington Pharmacy,(863) 808-1204,Compounding Pharmacy,4.9★ (51),http://thehuntingtonpharmacy.com/,"2961 Duff Rd, Lakeland, FL 33810, USA","TOP RATED (4.9★, 51 reviews) — premium listing","You're one of the top-rated compounding pharmacys in Lakeland (4.9★, 51 reviews). We'd love to feature you prominently on our directory."
⚪ STANDARD,Renewed Integrative Counseling,(863) 904-1541,Mental Health Counselor,4.9★ (11),http://www.renewedic.com/lakeland,"1074 Florida Ave S #103, Lakeland, FL 33803, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
🟢 WARM,Premier Solutions,(863) 593-7804,Weight Loss Clinic,4.9★ (127),https://premiersolutionsweightloss.com/,"6595 Florida Ave S, Lakeland, FL 33813, USA","TOP RATED (4.9★, 127 reviews) — premium listing","You're one of the top-rated weight loss clinics in Lakeland (4.9★, 127 reviews). We'd love to feature you prominently on our directory."
⚪ STANDARD,Vanguard Medical Care of Lakeland,(863) 686-3633,Weight Loss Clinic,4.9★ (49),http://www.vanguardmedcare.com/,"2112 Lakeland Hills Blvd, Lakeland, FL 33805, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
🟢 WARM,Randolph's Family Health and Wellness,(863) 333-0032,Weight Loss Clinic,4.9★ (83),https://randolphsfamilyhealth.com/,"3133 Lakeland Hills Blvd Suite 2, Lakeland, FL 33805, USA","TOP RATED (4.9★, 83 reviews) — premium listing","You're one of the top-rated weight loss clinics in Lakeland (4.9★, 83 reviews). We'd love to feature you prominently on our directory."
🟢 WARM,Polk Concierge Medical Group,(863) 591-4343,Weight Loss Clinic,4.9★ (97),https://www.polkconcierge.com/,"6970 Appaloosa Dr Ste 5 & 6, Lakeland, FL 33811, USA","TOP RATED (4.9★, 97 reviews) — premium listing","You're one of the top-rated weight loss clinics in Lakeland (4.9★, 97 reviews). We'd love to feature you prominently on our directory."
🟢 WARM,Glory Regenerative Center,(863) 248-6881,Weight Loss Clinic,4.9★ (91),https://www.gloryregenerative.com/locations/lakeland-fl.html?utm_source=GBP&utm_medium=organic&utm_campaign=GoogleBusinessProfile&utm_content=lakeland,"1818 Harden Blvd Suite 110, Lakeland, FL 33803, USA","TOP RATED (4.9★, 91 reviews) — premium listing","You're one of the top-rated weight loss clinics in Lakeland (4.9★, 91 reviews). We'd love to feature you prominently on our directory."
🟢 WARM,The Stohlman Law Firm,(863) 603-0856,Lawyer,4.9★ (83),https://www.stohlmanlawfirm.com/,"120 E Pine St # 7, Lakeland, FL 33801, USA","TOP RATED (4.9★, 83 reviews) — premium listing","You're one of the top-rated lawyers in Lakeland (4.9★, 83 reviews). We'd love to feature you prominently on our directory."
