name,address,category,phone,website,rating,total_ratings,lat,lng,types,hours,place_id
Tractor Supply Co.,"6945 US Hwy 98 N, Lakeland, FL 33809, USA",Hardware Store,(863) 815-2010,https://www.tractorsupply.com/tsc/store_Lakeland-FL-33809_567,4.2,762,28.1310629,-81.9723344,"establishment,food,hardware_store,home_goods_store,pet_store","[""Monday: 8:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Tuesday: 8:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Wednesday: 8:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Thursday: 8:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Friday: 8:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Saturday: 8:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Sunday: 9:00\u202fAM\u2009\u2013\u20097:00\u202fPM""]",ChIJeZGNA8FG3YgR7eTxou90DH8
Goodwill Lakeland Superstore,"5411 Florida Ave S, Lakeland, FL 33813, USA",Thrift Store,(863) 646-4301,https://goo.gl/6RR3sG,3.6,1004,27.9671536,-81.9659113,"clothing_store,electronics_store,establishment,furniture_store,home_goods_store","[""Monday: 9:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Tuesday: 9:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Wednesday: 9:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Thursday: 9:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Friday: 9:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Saturday: 9:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Sunday: 10:00\u202fAM\u2009\u2013\u20096:00\u202fPM""]",ChIJ_eKvFeM73YgRVCQb_cJ8rzw
Lighthouse Ministries Thrift Store,"3111, 130 US-98 S. Suite, Lakeland, FL 33803, USA",Thrift Store,(863) 687-4076 ext. 256,https://www.lighthousemin.org/services,3.9,223,28.0126201,-81.9145125,"establishment,point_of_interest,store","[""Monday: 10:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Tuesday: 10:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Wednesday: 10:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Thursday: 10:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Friday: 10:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Saturday: 10:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Sunday: Closed""]",ChIJy49Hem053YgR3w9aJi4wJvg
The Salvation Army Thrift Store & Donation Center,"3915 Florida Ave S, Lakeland, FL 33813, USA",Thrift Store,(863) 648-0047,https://arcsouth.org/,4.1,500,27.9933809,-81.9577674,"clothing_store,establishment,point_of_interest,store","[""Monday: 10:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Tuesday: 10:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Wednesday: 9:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Thursday: 10:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Friday: 10:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Saturday: 10:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Sunday: Closed""]",ChIJUcBRDEo53YgRS7xz8adUMdk
Top Buttons Boutique,"236 N Kentucky Ave, Lakeland, FL 33801, USA",Thrift Store,(863) 220-2464,http://www.topbuttons.org/,4.7,61,28.0464752,-81.95533379999999,"clothing_store,establishment,point_of_interest,store","[""Monday: 10:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Tuesday: 10:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Wednesday: 10:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Thursday: 10:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Friday: 10:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Saturday: 9:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Sunday: Closed""]",ChIJhZ_mY7M43YgRofZ2998pJVI
St. Anthony's Thrift Store,"820 Marcum Rd, Lakeland, FL 33809, USA",Thrift Store,(863) 858-8047,https://saintacc.com/thrift-shop,4.1,34,28.1270817,-81.9723617,"book_store,clothing_store,establishment,point_of_interest,store","[""Monday: Closed"", ""Tuesday: 9:00\u202fAM\u2009\u2013\u20093:00\u202fPM"", ""Wednesday: 9:00\u202fAM\u2009\u2013\u20093:00\u202fPM"", ""Thursday: 9:00\u202fAM\u2009\u2013\u20093:00\u202fPM"", ""Friday: 9:00\u202fAM\u2009\u2013\u20093:00\u202fPM"", ""Saturday: 9:00\u202fAM\u2009\u2013\u20093:00\u202fPM"", ""Sunday: Closed""]",ChIJQ4O8_BZH3YgRozEzylsZ2ec
Children's Thrift Store,"5445 US Hwy 98 N, Lakeland, FL 33809, USA",Thrift Store,(863) 853-9773,,3.5,251,28.1129683,-81.97329529999999,"establishment,point_of_interest,store","[""Monday: 9:30\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Tuesday: 9:30\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Wednesday: 9:30\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Thursday: 9:30\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Friday: 9:30\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Saturday: 9:30\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Sunday: 12:00\u2009\u2013\u20095:00\u202fPM""]",ChIJeyMsvN9G3YgRFUXJptdp2L8
Little Thrift House,"602 Saratoga Ave, Lakeland, FL 33815, USA",Thrift Store,,,0,0,28.0479151,-81.9869365,"establishment,point_of_interest,store",,ChIJ5WP1StU53YgR52dXT0bmGFM
360 Unlimited,"911 Florida Ave S, Lakeland, FL 33803, USA",Thrift Store,(863) 683-0000,https://starshipshopping.com/,4.7,123,28.0327919,-81.9573013,"clothing_store,establishment,point_of_interest,store","[""Monday: Closed"", ""Tuesday: Closed"", ""Wednesday: Closed"", ""Thursday: Closed"", ""Friday: Closed"", ""Saturday: 11:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Sunday: 12:00\u2009\u2013\u20095:00\u202fPM""]",ChIJ0yUvR8w43YgR5kxsBeSRLX4
Maryland THRIFT STORE,"3710 US-92, Lakeland, FL 33801, USA",Thrift Store,(407) 879-1104,,3.8,84,28.0483452,-81.8843653,"establishment,point_of_interest,store","[""Monday: 10:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Tuesday: 10:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Wednesday: 10:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Thursday: 10:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Friday: 10:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Saturday: 10:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Sunday: 10:00\u202fAM\u2009\u2013\u20093:00\u202fPM""]",ChIJwQWocfI_3YgRufHv5Mumwew
Lakeland Antique Mall,"4985 US Hwy 98 N, Lakeland, FL 33809, USA",Thrift Store,(863) 603-3917,https://antiqueslakeland.com/,4.4,3045,28.1056655,-81.97244479999999,"establishment,home_goods_store,point_of_interest,store","[""Monday: 10:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Tuesday: 10:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Wednesday: 10:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Thursday: 10:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Friday: 10:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Saturday: 10:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Sunday: 10:00\u202fAM\u2009\u2013\u20096:00\u202fPM""]",ChIJlbbFq8tH3YgRHmV-VvGWz1s
Hidden Gem Consignment,"3139 N Galloway Rd, Lakeland, FL 33810, USA",Thrift Store,(863) 602-0200,https://hiddengemconsignfl.com/,4.8,164,28.0817327,-82.00631899999999,"clothing_store,establishment,home_goods_store,point_of_interest,store","[""Monday: Closed"", ""Tuesday: 10:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Wednesday: 10:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Thursday: 10:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Friday: 10:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Saturday: 10:00\u202fAM\u2009\u2013\u20094:00\u202fPM"", ""Sunday: Closed""]",ChIJO61b6JVH3YgRglTiUcDfk0s
Hope Thrift,"3115 Havendale Blvd, Auburndale, FL 33823, USA",Thrift Store,(863) 279-6632,,4.1,137,28.0526183,-81.7723949,"establishment,point_of_interest,store","[""Monday: 9:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Tuesday: 9:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Wednesday: 9:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Thursday: 9:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Friday: 9:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Saturday: 9:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Sunday: 9:00\u202fAM\u2009\u2013\u20096:00\u202fPM""]",ChIJV2GduwsT3YgRiZwjFZ-wJS4
Decades Reclaimed Vintage Depot,"502 W Brannen Rd, Lakeland, FL 33813, USA",Thrift Store,(863) 608-7672,http://www.decadesreclaimed.com/,4.6,199,27.9610995,-81.9627603,"establishment,furniture_store,home_goods_store,point_of_interest,store","[""Monday: 10:00\u202fAM\u2009\u2013\u20093:00\u202fPM"", ""Tuesday: 10:00\u202fAM\u2009\u2013\u20093:00\u202fPM"", ""Wednesday: 10:00\u202fAM\u2009\u2013\u20093:00\u202fPM"", ""Thursday: 10:00\u202fAM\u2009\u2013\u20093:00\u202fPM"", ""Friday: 10:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Saturday: 10:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Sunday: 10:00\u202fAM\u2009\u2013\u20093:00\u202fPM""]",ChIJH7Pn6_o73YgRLGN4B85Qenc
The Consignment Garden,"4311 Florida Ave S, Lakeland, FL 33813, USA",Thrift Store,(863) 701-7442,http://facebook.com/consignment.garden,4.8,74,27.9875106,-81.95969389999999,"clothing_store,establishment,point_of_interest,store","[""Monday: Closed"", ""Tuesday: 10:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Wednesday: 10:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Thursday: 10:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Friday: 10:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Saturday: 10:00\u202fAM\u2009\u2013\u20094:00\u202fPM"", ""Sunday: Closed""]",ChIJt-4XlS053YgRQcq46raEEyE
Lighthouse Ministries,"215 E Magnolia St, Lakeland, FL 33801, USA",Thrift Store,(863) 687-4076,http://www.lighthousemin.org/,4.2,139,28.0488719,-81.9554514,"establishment,point_of_interest,store","[""Monday: 8:00\u202fAM\u2009\u2013\u20094:00\u202fPM"", ""Tuesday: 8:00\u202fAM\u2009\u2013\u20094:00\u202fPM"", ""Wednesday: 8:00\u202fAM\u2009\u2013\u20094:00\u202fPM"", ""Thursday: 8:00\u202fAM\u2009\u2013\u20094:00\u202fPM"", ""Friday: 8:00\u202fAM\u2009\u2013\u20094:00\u202fPM"", ""Saturday: Closed"", ""Sunday: Closed""]",ChIJ2_t9_rI43YgRMO9Kg4yLWbg
Dixieland Relics,"949 Florida Ave S, Lakeland, FL 33803, USA",Thrift Store,(863) 279-6765,https://www.facebook.com/DixielandRelics/,4.7,238,28.0315382,-81.9573611,"establishment,home_goods_store,point_of_interest,store","[""Monday: Closed"", ""Tuesday: 10:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Wednesday: 10:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Thursday: 10:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Friday: 10:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Saturday: 10:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Sunday: 12:00\u2009\u2013\u20094:00\u202fPM""]",ChIJqecDtc043YgRilppOYtRczw
Junktiques Auctions & Thrift Store/The Conclave Hobbies and Games,"4509 US-92, Lakeland, FL 33801, USA",Thrift Store,(863) 412-6569,http://www.junktiquesauctions.com/,4.5,26,28.0473906,-81.8683892,"establishment,finance,point_of_interest,store",,ChIJAZ1DLgI_3YgRPwikXI1hrGQ
Helping Hands (ONE DOLLAR),"604 E Baker St, Plant City, FL 33563, USA",Thrift Store,(813) 781-4272,,3.7,152,28.0188397,-82.1197165,"establishment,point_of_interest,store","[""Monday: 8:00\u202fAM\u2009\u2013\u20092:00\u202fPM"", ""Tuesday: 8:00\u202fAM\u2009\u2013\u20093:00\u202fPM"", ""Wednesday: 8:00\u202fAM\u2009\u2013\u20093:00\u202fPM"", ""Thursday: 8:00\u202fAM\u2009\u2013\u20093:00\u202fPM"", ""Friday: 8:00\u202fAM\u2009\u2013\u20093:00\u202fPM"", ""Saturday: 8:00\u202fAM\u2009\u2013\u20093:00\u202fPM"", ""Sunday: Closed""]",ChIJ-8BKlJk23YgRxO9BSe-kf_k
The Curated Collective,"401 Florida Ave S, Lakeland, FL 33801, USA",Thrift Store,(863) 899-0483,https://instagram.com/thecuratedcollective.shop?utm_medium=copy_link,4.6,21,28.0403152,-81.9574664,"establishment,home_goods_store,point_of_interest,store","[""Monday: Closed"", ""Tuesday: Closed"", ""Wednesday: Closed"", ""Thursday: Closed"", ""Friday: 10:00\u202fAM\u2009\u2013\u20094:00\u202fPM"", ""Saturday: 10:00\u202fAM\u2009\u2013\u20094:00\u202fPM"", ""Sunday: Closed""]",ChIJa3KzjwA53YgRIuaJwrSiB6A
Foshee Jewelers,"943 E Parker St, Lakeland, FL 33801, USA",Jewelry Store,(863) 686-3479,https://www.fosheejeweler.com/,4.6,858,28.0510426,-81.9453282,"establishment,jewelry_store,point_of_interest,store","[""Monday: 9:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Tuesday: 9:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Wednesday: 9:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Thursday: 9:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Friday: 9:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Saturday: 9:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Sunday: Closed""]",ChIJr0cItk8_3YgR_j6B0MVDzFM
Munchel's Fine Jewelry,"3227 Florida Ave S, Lakeland, FL 33803, USA",Jewelry Store,(863) 619-6269,https://munchels.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,4.1,194,28.005583,-81.957454,"establishment,finance,jewelry_store,point_of_interest,store","[""Monday: Closed"", ""Tuesday: 10:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Wednesday: 10:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Thursday: 10:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Friday: 10:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Saturday: 10:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Sunday: Closed""]",ChIJr4tdii053YgRoLjN9sCsWS8
Studio Jewelers,"1757 E Edgewood Dr, Lakeland, FL 33803, USA",Jewelry Store,(863) 802-3955,http://studiojewelers.net/,4.8,130,28.0110439,-81.9291124,"establishment,jewelry_store,point_of_interest,store","[""Monday: Closed"", ""Tuesday: 10:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Wednesday: 10:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Thursday: 10:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Friday: 10:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Saturday: 10:00\u202fAM\u2009\u2013\u20092:00\u202fPM"", ""Sunday: Closed""]",ChIJw_A14OA-3YgRWXBVqFd_09I
Max Jewelers,"1553 Town Center Dr, Lakeland, FL 33803, USA",Jewelry Store,(863) 688-3795,https://maxjewelers.com/,4.7,112,28.0004453,-81.9806297,"establishment,jewelry_store,point_of_interest,store","[""Monday: 10:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Tuesday: 10:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Wednesday: 10:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Thursday: 10:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Friday: 10:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Saturday: 10:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Sunday: Closed""]",ChIJ16CthxY53YgRvJSiY7ppyDg
Gaines Jewelers,"112 S Tennessee Ave, Lakeland, FL 33801, USA",Jewelry Store,(863) 688-8557,http://gainesjewelersonline.com/,4.8,43,28.0435886,-81.955902,"establishment,jewelry_store,point_of_interest,store","[""Monday: 10:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Tuesday: 10:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Wednesday: 10:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Thursday: 10:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Friday: 10:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Saturday: 10:00\u202fAM\u2009\u2013\u20093:00\u202fPM"", ""Sunday: Closed""]",ChIJGzZT-bQ43YgR0GB1JpvdxGY
International Diamond Center,"1310 Lakeside Village Cir Ste 109, Lakeland, FL 33803, USA",Jewelry Store,(863) 226-4400,https://shopidc.com/pages/lakeland-location,4.9,612,28.001816,-81.975757,"establishment,finance,jewelry_store,point_of_interest,store","[""Monday: 10:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Tuesday: 10:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Wednesday: 10:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Thursday: 10:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Friday: 10:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Saturday: 10:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Sunday: Closed""]",ChIJr3NAxno53YgRYInFcM5xJ5o
Zales,"3800 US Hwy 98 N Suite 280, Lakeland, FL 33809, USA",Jewelry Store,(863) 858-1077,https://stores.zales.com/fl/lakeland/1472?cid=seo-listings,4.7,528,28.0911528,-81.9781462,"establishment,jewelry_store,point_of_interest,store","[""Monday: 11:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Tuesday: 11:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Wednesday: 11:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Thursday: 11:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Friday: 11:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Saturday: 11:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Sunday: 12:00\u2009\u2013\u20096:00\u202fPM""]",ChIJoSNNbBhH3YgRXz-24J9XMj8
Jack Custom Jewelry,"502 E Main St, Lakeland, FL 33801, USA",Jewelry Store,(207) 653-2159,https://www.jackcustomjewelry.com/,5,103,28.0455371,-81.9528745,"establishment,jewelry_store,point_of_interest,store","[""Monday: Closed"", ""Tuesday: 9:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Wednesday: 9:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Thursday: 9:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Friday: 9:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Saturday: Closed"", ""Sunday: Closed""]",ChIJAYvRvu8_3YgReazJ_3P85jE
Magic Jewelers,"3800 US Hwy 98 N #732, Lakeland, FL 33809, USA",Jewelry Store,(863) 510-5510,https://www.facebook.com/p/Magic-Jewelers-100063693782885/,3.5,29,28.0909696,-81.9777919,"establishment,jewelry_store,point_of_interest,store","[""Monday: 11:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Tuesday: 11:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Wednesday: 11:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Thursday: 11:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Friday: 11:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Saturday: 11:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Sunday: 12:00\u2009\u2013\u20096:00\u202fPM""]",ChIJyxYAhNRH3YgRhc-rx33dLM8
PNALLURE,"1439 Bartow Rd #122, Lakeland, FL 33801, USA",Jewelry Store,(863) 255-4426,https://www.pnallure.com/,5,1,28.0242049,-81.9268025,"establishment,jewelry_store,point_of_interest,store","[""Monday: Open 24 hours"", ""Tuesday: Open 24 hours"", ""Wednesday: Open 24 hours"", ""Thursday: Open 24 hours"", ""Friday: Open 24 hours"", ""Saturday: Open 24 hours"", ""Sunday: Open 24 hours""]",ChIJy6kANP8_3YgR0LK5FfB_FEQ
Jewel Fixx,"In between IL Forno & Food + Beer, 3615 Florida Ave S Ste 1320, Lakeland, FL 33803, USA",Jewelry Store,(863) 337-6939,http://jewel2fixx.com/,5,461,27.9984891,-81.95863179999999,"establishment,point_of_interest","[""Monday: 10:30\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Tuesday: 10:30\u202fAM\u2009\u2013\u20097:30\u202fPM"", ""Wednesday: 10:30\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Thursday: 10:30\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Friday: 10:30\u202fAM\u2009\u2013\u20091:30\u202fPM, 3:00\u2009\u2013\u20097:30\u202fPM"", ""Saturday: 10:30\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Sunday: 12:00\u2009\u2013\u20095:30\u202fPM""]",ChIJ3X8E8ic53YgRl30oj8O0BCA
Finest Jewelry LLC,"2222 S Combee Rd Suite 1, Lakeland, FL 33801, USA",Jewelry Store,(786) 427-0689,https://www.finestjewelryshop.com/,5,4,28.0168079,-81.90718079999999,"establishment,jewelry_store,point_of_interest,store","[""Monday: 8:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Tuesday: 8:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Wednesday: 8:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Thursday: 8:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Friday: 8:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Saturday: 8:00\u202fAM\u2009\u2013\u20093:00\u202fPM"", ""Sunday: Closed""]",ChIJJadGW70_3YgRrREXyb-JgaI
Wilson Diamond Brokers,"101 Florida Ave S, Lakeland, FL 33801, USA",Jewelry Store,(863) 686-6060,http://www.wdbdiamond.com/,4.9,24,28.0439446,-81.9573827,"establishment,jewelry_store,point_of_interest,store","[""Monday: 9:00\u202fAM\u2009\u2013\u20095:30\u202fPM"", ""Tuesday: 9:00\u202fAM\u2009\u2013\u20095:30\u202fPM"", ""Wednesday: 9:00\u202fAM\u2009\u2013\u20095:30\u202fPM"", ""Thursday: 9:00\u202fAM\u2009\u2013\u20095:30\u202fPM"", ""Friday: 9:00\u202fAM\u2009\u2013\u20095:30\u202fPM"", ""Saturday: Closed"", ""Sunday: Closed""]",ChIJx0-Wu7U43YgRJarkTbbMwT0
KAY Jewelers,"3540 Harden Blvd Ste 101, Lakeland, FL 33803, USA",Jewelry Store,(863) 225-4370,https://stores.kay.com/fl/lakeland/4818?cid=seo-listings,4.8,194,28.0002,-81.9742393,"establishment,finance,jewelry_store,point_of_interest,store","[""Monday: 11:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Tuesday: 11:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Wednesday: 11:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Thursday: 11:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Friday: 11:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Saturday: 11:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Sunday: 12:00\u2009\u2013\u20096:00\u202fPM""]",ChIJHdi1eZ453YgRd49KKAzzQgw
The Bostonian Jewelry & Watch Repair,"6635 Florida Ave S Suite 3, Lakeland, FL 33813, USA",Jewelry Store,(863) 333-0061,,4.8,48,27.944409,-81.9741229,"establishment,jewelry_store,point_of_interest,store","[""Monday: 10:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Tuesday: 10:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Wednesday: 10:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Thursday: 10:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Friday: 10:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Saturday: Closed"", ""Sunday: Closed""]",ChIJdzauqAVH3YgRZ8qws2woAb8
Quick Cash Liquidators - We Buy Gold - Silver - Diamonds & Coins,"106 S Fern Rd, Lakeland, FL 33801, USA",Jewelry Store,(863) 430-5896,https://www.sellmygoldlakeland.info/,5,136,28.0438114,-81.9359971,"establishment,finance,jewelry_store,point_of_interest,store","[""Monday: 9:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Tuesday: 9:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Wednesday: 9:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Thursday: 9:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Friday: 9:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Saturday: Closed"", ""Sunday: Closed""]",ChIJZc6OLz4_3YgRn1y9CeHHWIs
KAY Jewelers,"3800 US-98 Ste. 634, Lakeland, FL 33809, USA",Jewelry Store,(863) 859-5119,https://stores.kay.com/fl/lakeland/368?cid=seo-listings,4.8,419,28.0917128,-81.9778286,"establishment,finance,jewelry_store,point_of_interest,store","[""Monday: 11:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Tuesday: 11:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Wednesday: 11:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Thursday: 11:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Friday: 11:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Saturday: 11:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Sunday: 12:00\u2009\u2013\u20096:00\u202fPM""]",ChIJZ9zdbBVH3YgRAfMlO_3kfkU
Value Pawn & Jewelry,"606 E Memorial Blvd, Lakeland, FL 33801, USA",Jewelry Store,(863) 603-0846,https://valuepawnandjewelry.com/stores/fl/lakeland/606-e-memorial,4.9,1169,28.0554609,-81.9519001,"establishment,finance,point_of_interest,store","[""Monday: 9:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Tuesday: 9:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Wednesday: 9:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Thursday: 9:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Friday: 9:00\u202fAM\u2009\u2013\u20097:00\u202fPM"", ""Saturday: 9:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Sunday: 12:00\u2009\u2013\u20095:00\u202fPM""]",ChIJdfFkGVM_3YgR0CHIfO4pzcY
