name,address,category,phone,website,rating,total_ratings,lat,lng,types,place_id
7-Eleven,"934 N Chestnut Rd, Lakeland, FL 33815, USA",Convenience Store,(863) 752-9572,https://www.7-eleven.com/locations/fl/lakeland/2450-w-memorial-blvd-42013,3.9,31,28.0540075,-81.99486569999999,"establishment,gas_station,point_of_interest",ChIJVwuBDAA53YgRTvDjr0uJi3A
Swindell Mini Market,"3428 Swindell Rd, Lakeland, FL 33810, USA",Convenience Store,(863) 500-6301,,4.7,11,28.0547038,-82.014648,"convenience_store,establishment,food,point_of_interest,store",ChIJkZiEjm043YgRqLq8JS82s_E
Alpha Bright Children Learning Center,"438 N Wabash Ave, Lakeland, FL 33815, USA",Daycare,(863) 683-0369,,3.8,9,28.0456404,-81.99048739999999,"establishment,point_of_interest",ChIJC9lxfIw43YgRxv-8TMYhsfU
Space Shop Self Storage,"2008 Olive St, Lakeland, FL 33815, USA",Storage Facility,(863) 606-6047,https://www.spaceshopselfstorage.com/locations/florida/lakeland/space-shop-self-storage-olive-street/,3.7,3,28.0385157,-81.98826799999999,"establishment,point_of_interest,storage",ChIJmfU9TDU53YgR0dN0R2jhDx4
Area Litho Inc,"238 N Wabash Ave, Lakeland, FL 33815, USA",Printing Service,(863) 687-4656,https://www.arealitho.com/,5,8,28.0442863,-81.9909802,"establishment,point_of_interest",ChIJd3PGm4w43YgRCmBIBE0DCFA
Perspectives Photo,"1910 Harden Blvd, Lakeland, FL 33803, USA",Photographer,(863) 248-1534,http://www.perspectives-photo.com/,4.8,10,28.0197347,-81.9731913,"establishment,point_of_interest",ChIJJ0SATLQ43YgR4cBCZjT6s7Q
Farley funeral home,"265 S Nokomis Ave, Lakeland, FL 33815, USA",Funeral Home,,,0,0,28.029545,-81.9926409,"establishment,point_of_interest",ChIJOajNXQA53YgRPxPeEVw_0FI
Drawdy's Dance School,"702 S Collins St, Plant City, FL 33563, USA",Dance Studio,(813) 534-0040,http://www.drawdysdanceschool.com/,5,23,28.0089502,-82.1214968,"establishment,point_of_interest",ChIJRS1jWoM23YgR7BwLVd6PSqo
"Plant City Academy of the Arts, Music Lessons","2103 Mud Lake Rd, Plant City, FL 33566, USA",Music Lessons,(813) 752-4591,https://pcaa.mymusicstaff.com/,5,1,27.9907961,-82.1385688,"establishment,point_of_interest",ChIJT_A0YKM13YgRv3uyLFuFq3o
Silver Moon Drive-In Theatre,"4100 New Tampa Hwy, Lakeland, FL 33815, USA",Driving School,(863) 682-0849,http://www.silvermoondrivein.com/,4.7,5183,28.035427,-82.015418,"establishment,movie_theater,point_of_interest",ChIJ1dJMdEc43YgRmII076Tbhmg
"YMCA Par 3, Home of The First Tee of Lakeland","1740 George Jenkins Blvd, Lakeland, FL 33815, USA",Driving School,(863) 577-0236,https://www.ymcawcf.org/find-your-y/par-3,4.2,23,28.0423007,-81.9834235,"establishment,point_of_interest",ChIJ5X51KZM43YgRFWsNraRWDgs
Muddy Duck Outdoors,"4125 Swindell Rd, Plant City, FL 33565, USA",Boat Repair,(863) 581-4815,https://sites.google.com/view/muddyduckoutdoorscom/home,5,24,28.03988,-82.06271799999999,"establishment,point_of_interest,storage,store",ChIJ-_10eqY33YgR_n9poUXAZ9o
Team Enoch: AC Repair,"3950 Anchuca Dr Bay 4, Lakeland, FL 33811, USA",Hvac Repair,(863) 315-8000,https://www.teamenoch.com/,5,37,27.993941,-82.0467956,"establishment,point_of_interest",ChIJPx-oTuI33YgRCMuTwFxvdcs
Almighty Cooling & Heating,"3025 Park Ridge Ave, Mulberry, FL 33860, USA",Hvac Repair,(863) 660-8785,http://almightycooling.com/,5,456,27.9325713,-82.0018173,"establishment,general_contractor,point_of_interest,store",ChIJ99D6t0iJdGERUDSdDZQI3R0
And Services,"2020 S Combee Rd #12, Lakeland, FL 33801, USA",Air Conditioning,(863) 617-7272,https://www.andservices.com/air-conditioning/lakeland-ac-repair/?v=lakeland,4.4,797,28.0184401,-81.9071005,"establishment,general_contractor,plumber,point_of_interest",ChIJLWisc5LBwogRJhdsNv55aTA
Lakeland Roofing Guys,"1637 Shepherd Rd, Lakeland, FL 33811, USA",Roofing Contractor,(863) 591-8826,http://www.roofing-lakeland.com/,5,1,27.9392664,-81.9850555,"establishment,point_of_interest,roofing_contractor",ChIJR-NoNQE73YgROIJ07vVF9_Q
Pest Inspector LLC,"637 Woodhill Dr, Lakeland, FL 33813, USA",Pest Control,(863) 320-2203,https://pestinspector.io/,5,1,27.9641785,-81.95565979999999,"establishment,point_of_interest",ChIJSXfq6ek73YgRI9vTqN0p-84
"Tri-County Lawn & Pest Pros, LLC","750 Creative Dr STE 2, Lakeland, FL 33813, USA",Pest Control,(863) 940-4118,https://www.facebook.com/TriCountyLawnPestProsLLC/,4.6,16,27.9626643,-81.9680994,"establishment,general_contractor,point_of_interest",ChIJvQYGQBo73YgR8T9by2NPhWc
"Rubenstein Lawn & Landscapes, Inc.","820 Creative Dr #16, Lakeland, FL 33811, USA",Landscaping,(863) 899-3598,http://rubensteinlawnandlandscapes.com/,2.7,7,27.9628041,-81.9698018,"establishment,general_contractor,point_of_interest",ChIJhfKi8ks63YgRW5zsrwCWtvg
Nursery Landscape & Garden Center,"5955 Florida Ave S, Lakeland, FL 33813, USA",Landscaping,(863) 644-7331,,4.3,83,27.9606524,-81.9673147,"establishment,general_contractor,point_of_interest,store",ChIJc00QD-w73YgR61a1mTY11DU
Chris B&B landscaping,"5545 Gaur Ln, Lakeland, FL 33811, USA",Landscaping,(786) 975-6682,https://chrisbblandscaping.com/,4.7,13,27.9641762,-81.97801630000001,"establishment,general_contractor,point_of_interest",ChIJq0vlPnI73YgRJGlookjijJI
Letchworth Lawn Care,"4305 Melbrooke Ct, Lakeland, FL 33811, USA",Lawn Mowing,(863) 450-9335,,5,9,27.9476948,-82.03250229999999,"establishment,point_of_interest",ChIJkaCctSxSdIER8jKO-WpRn1Q
Ultimate Tree Lawn,"4303 Moon Shadow Loop, Mulberry, FL 33860, USA",Tree Trimming,(863) 844-2170,http://ultimatetreeandlawn.com/contact,5,28,27.9374618,-81.9983673,"establishment,point_of_interest",ChIJ___DolI63YgRCqzwoAcwvSQ
Spartan Land & Tree,"6026 White Tail Loop, Lakeland, FL 33811, USA",Tree Trimming,(863) 797-4242,,5,19,27.9541236,-81.9922036,"establishment,point_of_interest",ChIJkVTzkv873YgRGZBvosUCCWw
Tree Huggers L.L.C,"4702 Indian Oak Blvd, Mulberry, FL 33860, USA",Tree Trimming,(863) 800-2145,https://g.page/tree-huggers-l-l-c,4.9,45,27.9091831,-82.03986669999999,"establishment,point_of_interest",ChIJ452pvHmNwogR9xWZXNyfm_M
Monkey Business Tree Care Specialists,"3293 Enclave Blvd, Mulberry, FL 33860, USA",Tree Removal,(863) 816-8733,https://www.treemendousjobs.com/,5,230,27.9142972,-82.001145,"establishment,point_of_interest",ChIJM-Yfwi0_3YgRdyTmW6tmUxY
Pristine Remodeling and Painting,"5304 Florida Ave S Ste. 404B, Lakeland, FL 33813, USA",Painter,(863) 624-8558,https://www.pristinefl.com/,5,13,27.969308,-81.962662,"establishment,point_of_interest",ChIJKWP0x4Q73YgRJogFV90kyyU
HandyAndyman,"4490 Old Colony Rd, Mulberry, FL 33860, USA",Handyman,(863) 359-4732,http://handymencompany-fl.com/,5,30,27.925679,-81.996687,"establishment,point_of_interest",ChIJ2Z-iNwA73YgR_yDBJ2-E63c
Jack & Sons Home Repair LLC,"745 4th St, Polk City, FL 33868, USA",Home Repair,(863) 662-2077,,5,12,28.1823018,-81.8345899,"establishment,general_contractor,point_of_interest",ChIJPefbDchp3YgRwTvU5UO7CEs
Polk County Window and Door LLC,"350 W Brannen Rd, Lakeland, FL 33813, USA",Garage Door Installation,(863) 337-5064,https://polkcountywindowanddoor.com/?utm_source=google&utm_medium=local&utm_campaign=gmb,5,223,27.9611674,-81.96127969999999,"establishment,general_contractor,point_of_interest,store",ChIJoeG9dRg_3YgRABJ6YC6HdNI
Master Fencing in Lakeland FAQ,"5000 S Lakeland Dr, Lakeland, FL 33813, USA",Fence Repair,(863) 733-5533,https://www.fencecompanieslakelandfl.com/contact,0,0,27.9743594,-81.9637351,"establishment,general_contractor,point_of_interest",ChIJ9YsMelc53YgR1oDEteiWRhI
"Kraken the Pressure Washing Experts - Lakeland, Tampa, Winter Haven","6732 Forestwood Dr W, Lakeland, FL 33811, USA",Pressure Washing,(863) 808-6523,https://krakenpressurefl.com/,5,21,27.9425698,-82.0214711,"establishment,point_of_interest",ChIJTSMiiNw73YgRDqpCIlAuukY
PJ's Exterior Cleaning,"509 Scott Lake Creek Ln, Lakeland, FL 33813, USA",Power Washing,(813) 784-5318,https://www.pjsexteriorcleaning.com/,5,3,27.9649306,-81.9600873,"establishment,point_of_interest",ChIJpb6792Q73YgRPNYfUR4h6IA
Alvarez Professional Locksmiths and Camera Security Systems Inc.,"119 Danny Dr, Valrico, FL 33594, USA",Emergency Locksmith,(813) 294-1470,http://www.lockpro1.com/,4.7,131,27.9394141,-82.2484198,"electronics_store,establishment,locksmith,point_of_interest,store",ChIJ5wCLpaPNwogRQAbC0QOk-c0
All Direction Movers,"6645 Florida Ave S STE 6, Lakeland, FL 33813, USA",Moving Company,(863) 210-8404,,5,2,27.9440638,-81.9744041,"establishment,moving_company,point_of_interest",ChIJgVQ7k5U73YgRQ1K7cdLSvOc
MySheds2go,"6765 Florida Ave S, Lakeland, FL 33813, USA",Moving Company,(386) 248-7892,http://www.mysheds2go.com/,5,291,27.9425543,-81.9743142,"establishment,general_contractor,point_of_interest",ChIJb0kuX0M_3YgRe-rLQzfd7z4
Veteran Moving Group,"301 Commerce Ct, Winter Haven, FL 33880, USA",Local Movers,(863) 875-2674,http://veteransmovinggroup.com/,4.9,330,28.0214861,-81.7757712,"establishment,moving_company,point_of_interest,storage,store",ChIJ9XAhQCYV3YgRxb5pE4mXrTI
Great Works Cleaning LLC,"6000 Florida Ave S #6011, Lakeland, FL 33813, USA",Janitorial Service,(863) 844-2886,http://greatworkscleaningllc.com/,3.7,3,27.9462834,-81.971734,"establishment,point_of_interest",ChIJ86Ml2js73YgRAxcIfbEKgVY
"Commercial Janitorial Services Of Central Florida, LLC","455 Commerce Dr Unit G273, Lakeland, FL 33813, USA",Janitorial Service,(863) 210-0450,,0,0,27.9604197,-81.9626866,"establishment,point_of_interest",ChIJZ4TsSug73YgRqaGNXMlHufo
E&A Cleaning,"529 W Brannen Rd, Lakeland, FL 33813, USA",Janitorial Service,(863) 644-4927,https://eacleaning.com/contact.html,3.7,3,27.9617649,-81.9633247,"establishment,point_of_interest",ChIJh9lv3Po73YgRv4J0m-x18vQ
Florirez,"6000 Florida Ave S Suite 5212, Lakeland, FL 33813, USA",Flooring Contractor,(863) 602-6420,https://florirez.com/,5,6,27.9462834,-81.971734,"establishment,general_contractor,point_of_interest",ChIJaQk1-7Q73YgRkeGJjeG_RFE
J&A Stone Designs Services Inc,"5259 Florida Ave S, Lakeland, FL 33813, USA",Tile Installation,(863) 333-4272,https://www.jandastonedesigns.com/,5,1,27.9706104,-81.9637094,"establishment,furniture_store,general_contractor,home_goods_store,point_of_interest",ChIJ8V1eqPk73YgR7gWXTcM1Lz4
Mr. Budget Appliance Service,"439 Dolphin Dr, Winter Haven, FL 33881, USA",Washer Dryer Repair,(863) 303-2067,https://mrbudgetapplianceservice.com/,4.5,184,28.0822404,-81.66852779999999,"establishment,point_of_interest",ChIJNbCKpNRz3YgRTBFfIXzZlp4
Florida Precast Concrete Steps,"6214 Thousand Oaks Dr, Lakeland, FL 33813, USA",Concrete Contractor,(863) 698-2947,,5,2,27.952084,-81.9559006,"establishment,general_contractor,point_of_interest",ChIJZQcfzPU73YgRK5twgDrH2D0
Bradford's Collision Center Llc,"2370 Old Hwy 60, Mulberry, FL 33860, USA",Collision Repair,(863) 425-2777,http://www.facebook.com/BradfordsCollisionCenter/,5,76,27.8942203,-81.9973983,"car_repair,establishment,point_of_interest",ChIJ6WX4Fdg63YgRVgtG5S5PJkU
Tire Kingdom,"5121 Florida Ave S, Lakeland, FL 33813, USA",Tire Shop,(863) 535-5646,https://www.mavis.com/locations/lakeland-5121-florida-ave-fl/?utm_source=yext&utm_medium=organic&utm_campaign=gmb&stnum=4075,4.6,957,27.9725823,-81.96238749999999,"car_repair,establishment,point_of_interest,store",ChIJW9m1uVc53YgRzOthExhpuwM
McGee/TTC,"3939 US Hwy 98 S, Lakeland, FL 33812, USA",Tire Shop,(863) 667-3347,https://www.mcgeetirecommercial.com/Locations/Find-Us/Mode/6/3939-US-98-South-Lakeland-FL-33813/details?&utm_source=google&utm_medium=organic&utm_campaign=gbp-listing-store_1368,4.6,201,27.9934267,-81.8983172,"car_repair,establishment,point_of_interest,store",ChIJ8aVx2kI-3YgRT3Vbr2bdAAM
"Gator Towing & Automotive of Polk County, LLC","1505 E Hooker St East, Bartow, FL 33830, USA",Towing Service,(863) 519-4665,,4.5,67,27.8884236,-81.82776899999999,"establishment,point_of_interest",ChIJ9XL3s54X3YgRzQb0KDALblw
Mister Car Wash,"6691 N Church Ave, Mulberry, FL 33860, USA",Car Wash,(863) 339-2021,https://mistercarwash.com/store/mulberry/?utm_source=google&utm_medium=organic&utm_campaign=gbp,4.5,217,27.9319607,-81.9733054,"car_wash,establishment,point_of_interest",ChIJTwF-IPc73YgRVrEMvvZZzbE
Ice Cold Details,"760 Creative Dr Suite 2, Lakeland, FL 33813, USA",Auto Detailing,(386) 623-1060,https://brand.site/icecolddetails,5,14,27.9627071,-81.96869509999999,"establishment,point_of_interest",ChIJdTZbdkc73YgRMxp0w_AfSEM
Marcus Supreme Detailing,"6790 Cabernet Crossing, Lakeland, FL 33811, USA",Auto Detailing,(863) 529-1677,https://marcussupremedetai.wixsite.com/detailing,5,12,27.9416891,-82.0133781,"establishment,point_of_interest",ChIJe-2-EOzS224RRMSwbta4vPw
No Worries Mobile Oil Change,"2646 Old Medulla Rd, Lakeland, FL 33811, USA",Oil Change,(863) 632-1900,https://no-worries-mobile-oil-change.ueniweb.com/?utm_campaign=gmb,5,1,27.977712,-81.9985979,"car_repair,establishment,point_of_interest",ChIJv7RHl5o53YgRslXY-lI0FXw
Mavis Tires & Brakes,"5120 Dave Robbins Wy, Lakeland, FL 33812, USA",Oil Change,(863) 535-5623,https://www.mavis.com/locations/lakeland-highland-city-fl?utm_source=yext&utm_medium=organic&utm_campaign=gmb&stnum=809,4.7,1498,27.9725535,-81.8838816,"car_repair,establishment,point_of_interest,store",ChIJX_ANswk-3YgRSCxU7_7mSXk
Transmission City,"220 6th St SW, Winter Haven, FL 33880, USA",Transmission Repair,(863) 299-7590,,4.4,95,28.0198068,-81.7329863,"car_repair,establishment,point_of_interest",ChIJq-LzN-IS3YgR8WzBmGgfpyU
Taco fiesta taqueria,"5925 Imperial Pkwy # 101, Mulberry, FL 33860, USA",Mexican Restaurant,(813) 701-4357,https://tacofiesta.froogleorders.com/,4.7,254,27.9369744,-81.9860946,"establishment,food,point_of_interest,restaurant",ChIJLRmpWgo73YgRBnydFwU7-qY
KC's Artisan Pizza and Wine Bar,"shoppes of christina, 6645 Florida Ave S STE 5, Lakeland, FL 33813, USA",Italian Restaurant,(863) 644-8000,https://www.facebook.com/Kcsartisanpizza,4.6,628,27.9439837,-81.9743179,"bar,establishment,food,point_of_interest,restaurant",ChIJzVhplpU73YgRtpMDlYHW8f0
Shanghai Chinese Restaurant,"2070 Shepherd Rd, Mulberry, FL 33860, USA",Chinese Restaurant,(863) 701-2629,https://shanghaimulberry863.com/,3.6,351,27.9369444,-81.98888889999999,"establishment,food,point_of_interest,restaurant",ChIJ45toMrA73YgRlOcn8bUteqE
Whiskey Bent BBQ Supply,"2325 Commerce Point Dr STE 100, Lakeland, FL 33801, USA",Bbq Restaurant,(863) 940-2077,http://whiskey-bent-bar-b-q-supply.myshopify.com/,4.8,190,28.0159781,-81.9128921,"clothing_store,establishment,point_of_interest,store",ChIJ_Uei_rQ43YgRveQXHgHgZMY
Palace Pizza - Mulberry,"2054 Shepherd Rd, Mulberry, FL 33860, USA",Pizza,(863) 709-0002,https://www.palacepizzamenu.com/,4.1,384,27.936857,-81.988731,"establishment,food,point_of_interest,restaurant",ChIJvR0eO7A73YgRwdqPW9edA-4
Pizza Odyssey,"303 NW 1st Ave, Mulberry, FL 33860, USA",Pizza,(863) 591-8541,,4.7,43,27.8969106,-81.9743632,"establishment,food,point_of_interest,restaurant",ChIJsdIk04873YgRdVZaQY5jloE
Papa Johns Pizza,"2105 E County Rd 540A #540A, Lakeland, FL 33813, USA",Pizza Delivery,(863) 619-8700,https://locations.papajohns.com/united-states/fl/33813/lakeland/2105-e-county-road-540a?utm_source=gmb&utm_medium=organic&y_source=1_MTA2OTMyODctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,3.6,215,27.9524455,-81.9253844,"establishment,food,meal_delivery,point_of_interest",ChIJY5afSDo83YgRGhfqM2d-nj0
Pizza Hut,"6858 Florida Ave S, Lakeland, FL 33813, USA",Pizza Delivery,(863) 619-7770,https://locations.pizzahut.com/fl/lakeland/6858-s-florida-ave?utm_medium=organic&utm_source=local&utm_campaign=googlelistings&utm_content=website&utm_term=285897,3.6,387,27.9402339,-81.9724474,"establishment,food,meal_delivery,meal_takeaway,point_of_interest",ChIJMTi0eJY73YgRzh0b6g8Hafk
Topper's Brick Oven Pizza,"1304 N Church Ave, Mulberry, FL 33860, USA",Pizza Delivery,(863) 425-2378,https://www.toppersbrickovenpizzamenu.com/,4.1,424,27.905634,-81.9742141,"establishment,food,meal_delivery,point_of_interest,restaurant",ChIJM8vM6EA73YgRcXQ2Chy8VA4
The Honey Baked Ham Company,"5615 Florida Ave S Suite 113, Lakeland, FL 33813, USA",Deli,(863) 648-0708,https://honeybaked.com/stores/1551?utm_source=gmb&utm_medium=google&utm_campaign=honeybakedham_soci&utm_id=SOCi,4.4,272,27.9648647,-81.9665661,"establishment,food,grocery_or_supermarket,meal_delivery,point_of_interest",ChIJQ9orozY53YgRxQXENUSRnn4
Mama Dilo's Deli,"93 1st St S, Winter Haven, FL 33880, USA",Deli,(863) 294-3397,,4.6,245,28.0213649,-81.7270709,"establishment,food,point_of_interest,restaurant,store",ChIJdwpGK-QS3YgReA0Z8JbGLqc
Z🧋ng Tea Lakeland,"5301 Florida Ave S, Lakeland, FL 33813, USA",Espresso,(863) 210-5407,,4.4,29,27.9700331,-81.9639897,"cafe,establishment,food,point_of_interest,store",ChIJ2ynKwR473YgRzaBisllRs7o
Plant Batter LKLD,"6935 S Carter Rd ste 6, Lakeland, FL 33813, USA",Bakery,(863) 500-1648,http://plantbatterlkld.com/,5,3,27.9385528,-81.9488813,"bakery,establishment,food,point_of_interest,store",ChIJSzeQrdI53YgRv7Xu4-7oKYQ
Polly’s Daily Bread,"2370 Delphi Blvd, Lakeland, FL 33812, USA",Bakery,(863) 605-7325,http://pollysdailybread.com/,5,2,27.9735798,-81.9200717,"bakery,establishment,food,point_of_interest,store",ChIJLTfhPAA_3YgRB2WBMgQNq-k
Dunkin',"5216 Florida Ave S, Lakeland, FL 33813, USA",Donuts,(863) 333-0230,https://locations.dunkindonuts.com/en/fl/lakeland/5216-florida-avenue-south/363615?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=363615&y_source=1_MTA5Njc2MTkyMy03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,3,45,27.9708675,-81.961803,"bakery,cafe,establishment,food,meal_takeaway",ChIJo3O9BgA53YgRu0XATp7scds
Pomegranate Frozen Yogurt,"9023 US-301, Parrish, FL 34219, USA",Frozen Yogurt,(941) 981-3617,http://www.pomfrozenyogurt.com/,4.9,574,27.5438863,-82.4727388,"establishment,food,point_of_interest,store",ChIJl_8iXagkw4gRNov_-P01Gl0
Taco San Marcos,"434 W Pipkin Rd, Lakeland, FL 33813, USA",Food Truck,(863) 440-2825,,4.8,129,27.974682,-81.9625527,"establishment,food,point_of_interest,restaurant",ChIJZ5n4XlM53YgRviNqamcTdZQ
Krispy Krunchy Chicken,"1285 N Church Ave, Mulberry, FL 33860, USA",Chicken Restaurant,(863) 869-8640,https://locations.krispykrunchy.com/fl/mulberry/1285-n-church-ave,4,149,27.9055883,-81.9732045,"establishment,food,point_of_interest,restaurant",ChIJF3iqPdY73YgRRcnGTezujXM
Imperial Christina Dental Care,"6836 Florida Ave S, Lakeland, FL 33813, USA",Dentist,(863) 777-5075,https://imperialchristinadental.com/,4.9,332,27.9407039,-81.97252329999999,"dentist,establishment,health,point_of_interest",ChIJ1b81vE473YgRTst8wS79bJk
"Thomas F. Plunkett, DMD PA","2137 E County Rd 540A, Lakeland, FL 33813, USA",Dentist,(863) 372-1010,https://plunkettdental.com/,4.9,673,27.9515404,-81.9246837,"dentist,establishment,health,point_of_interest",ChIJ7YGZ8v073YgRHcrmhcHSLRg
Walk In Chiropractor Dr. Greg,"6155 Florida Ave S, Lakeland, FL 33813, USA",Chiropractor,(863) 500-6000,,4.5,39,27.9542385,-81.96929659999999,"establishment,health,point_of_interest",ChIJja5pqe473YgREHA2eEFGexE
Mindful Movement Pilates,"5875 Charloma Dr, Lakeland, FL 33812, USA",Pilates,(863) 286-4677,,0,0,27.9585539,-81.9090358,"establishment,gym,health,point_of_interest",ChIJufrg9Aw93YgRhn3Qe1JyinU
Salt Room Lakeland,"6030 Florida Ave S #125, Lakeland, FL 33813, USA",Spa,(863) 646-7258,http://saltroomlakeland.com/,4.9,101,27.9572486,-81.9665679,"establishment,health,point_of_interest",ChIJ5VDoru873YgRkZxbfXhEwCM
Smooth Skin by Samantha,"6950 Appaloosa Dr, Lakeland, FL 33811, USA",Spa,(863) 662-8042,http://smoothskinbysamantha.com/,5,37,27.9392041,-81.9837361,"beauty_salon,establishment,point_of_interest,spa",ChIJjZIpfsM53YgRS6I7N8yd_X8
The Royal Touch,"5925 Imperial Pkwy 220 Suite 33, Mulberry, FL 33860, USA",Day Spa,(863) 271-9777,http://www.theroyaltouch.vip/,5,77,27.9371784,-81.985722,"beauty_salon,establishment,health,point_of_interest,spa",ChIJ-56WFhM53YgRdjBJ9ppwMbU
Neblibana,"5925 Imperial Pkwy Ste 130 Room 18, Mulberry, FL 33860, USA",Day Spa,(414) 858-8644,https://wellnessbodyandskin.com/,5,44,27.9371784,-81.985722,"beauty_salon,establishment,hair_care,point_of_interest,spa",ChIJQ8SG9HAZBYgRJW_8h6t2yA8
Royal Barber Studio,"1631 Shepherd Rd, Lakeland, FL 33811, USA",Barber Shop,(863) 213-4939,,4.8,96,27.9392211,-81.984678,"establishment,hair_care,health,point_of_interest",ChIJ7dnJP1073YgRe9dFAxk2GvQ
Barber Zone,"7086 N Church Ave, Mulberry, FL 33860, USA",Barber Shop,(863) 333-0028,https://thebarberzone.net/,4.9,212,27.9379625,-81.9760064,"establishment,hair_care,health,point_of_interest",ChIJZSnMieM73YgRofT1Y_O8qgw
THE BARBER CO,"2817 Shepherd Rd, Lakeland, FL 33811, USA",Barber Shop,(863) 450-4226,,5,67,27.9390087,-82.00272269999999,"establishment,hair_care,health,point_of_interest",ChIJU8XPR6873YgR6gD2f4M6nhM
Johnnie's Image Republic Lakeland,"6595 Florida Ave S STE 11, Lakeland, FL 33813, USA",Barber Shop,(863) 937-6890,https://www.johnniesimagerepublic.com/,5,23,27.9456633,-81.9733607,"establishment,hair_care,health,point_of_interest",ChIJ8TZ88-k73YgR0_ZLaP3NjHE
Ladies & Gentz Haircut,"2109 E County Rd 540A, Lakeland, FL 33813, USA",Men'S Haircuts,(863) 330-4463,https://www.ladiesgentzhaircut.com/,4.8,53,27.9525309,-81.92532109999999,"establishment,hair_care,health,point_of_interest",ChIJN4rKTfs93YgRO8SZQn_NEwY
Magic Touch Hair Salon,"5711 Florida Ave S STE 2, Lakeland, FL 33813, USA",Hair Salon,(863) 816-3131,https://www.facebook.com/magictouchhairsalonllc,4.7,96,27.9635153,-81.96670410000002,"beauty_salon,establishment,hair_care,health,point_of_interest",ChIJ39Oi9uQ73YgRaAnbMq5oeDg
Woodlund Salon,"200 E Canal St, Mulberry, FL 33860, USA",Hair Salon,(863) 937-8584,http://www.woodlundsalon.com/,4.9,78,27.8952462,-81.97260039999999,"establishment,hair_care,point_of_interest",ChIJcUlPUko53YgRyeMOlIRLQyU
Lisha Lou LLC,"5925 Imperial Pkwy suite 220 room 27, Mulberry, FL 33860, USA",Hair Salon,(863) 529-6322,http://www.lishalou.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=347973243698819112,5,59,27.9371784,-81.985722,"establishment,hair_care,point_of_interest",ChIJj6GXM1E73YgRDjDRAU3ifcw
End Results A Hair & Nail Salon,"5036 Lunn Rd, Lakeland, FL 33811, USA",Hair Salon,(863) 510-5969,https://www.endresultssalonspa.com/,4.6,144,27.9739575,-81.9891765,"beauty_salon,establishment,hair_care,point_of_interest,spa",ChIJrQDjMP073YgRAEHP7rKgyDY
ABK Beauty Salon Llc,"6700 Florida Ave S STE 17, Lakeland, FL 33813, USA",Hair Salon,(863) 646-0342,http://www.abksalon.com/,4.8,95,27.943178,-81.971488,"beauty_salon,establishment,hair_care,point_of_interest,spa",ChIJtTPY9WA53YgR7oi8x3jSLfs
GoldBird Hair co.,"6970 Appaloosa Dr, Lakeland, FL 33811, USA",Color Specialist,(863) 535-9048,http://goldbirdhairco.com/,4.9,50,27.9392729,-81.983809,"establishment,hair_care,point_of_interest",ChIJG0nfpWY73YgR9THXao5NN7Q
Emilia’s Nails and Spa,"5692 Florida Ave S, Lakeland, FL 33813, USA",Nail Salon,(863) 337-5534,https://emilias-nails-and-spa.square.site/,4.6,261,27.9629452,-81.9645451,"beauty_salon,establishment,hair_care,point_of_interest",ChIJIWBe7u473YgRZpqBagfvKwk
Paradise Nails,"6655 Florida Ave S Ste 3, Lakeland, FL 33813, USA",Nail Salon,(863) 646-6010,,4.5,172,27.9435921,-81.97408519999999,"beauty_salon,establishment,point_of_interest",ChIJ06WglJU73YgR80X0w4INY6w
NYC Nails,"6595 Florida Ave S, Lakeland, FL 33813, USA",Nail Salon,(863) 644-6862,https://nycnailsflorida.com/,4.1,184,27.9459563,-81.97331820000001,"beauty_salon,establishment,point_of_interest",ChIJdYNoD5U73YgRHqQ9vmoHuA0
Auria Nails & Spa,"2152 E County Rd 540A, Lakeland, FL 33813, USA",Nail Salon,(863) 940-2154,https://phorest.com/book/salons/aurianailsspa,4.9,17,27.953566,-81.9247802,"beauty_salon,establishment,point_of_interest",ChIJaWYwsA093YgRWJidbrDt__g
Elegant Nails & Spa,"5365 Florida Ave S, Lakeland, FL 33813, USA",Nail Salon,(863) 825-3235,,4.2,45,27.9685927,-81.9647609,"beauty_salon,establishment,hair_care,point_of_interest",ChIJQ-r0Uko73YgRJEgz1aT-ewg
On The Spot Massage,"625 Commerce Dr #102, Lakeland, FL 33813, USA",Massage Therapy,(863) 225-2677,,5,12,27.9601302,-81.9645207,"establishment,health,point_of_interest,spa",ChIJbWJa8g8Rc6ARLp_kWg_jKYs
Tailored Fit Massage,"6645 Florida Ave S Suite B-4, Lakeland, FL 33813, USA",Massage Therapy,(863) 225-0446,https://tailoredfitmassage.com/,4.8,16,27.9438626,-81.97448899999999,"establishment,point_of_interest",ChIJ24aRMMI73YgRJuVZP4lcomk
Customized Therapeutics LLC,"5120 Florida Ave S Suite 329, Lakeland, FL 33813, USA",Massage Therapy,,https://customized-lmt.squarespace.com/,5,18,27.9734687,-81.95983199999999,"establishment,health,point_of_interest",ChIJ2zGSZLU53YgREx-rYiBO24o
